Nazwa dewelopera,Forma prawna dewelopera,Numer KRS,Nr wpisu do CEIDG,NIP,Nr REGON,Nr telefonu,Adres poczty elektronicznej,Adres strony internetowej dewelopera,Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Powiat adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,"Województwo adresu lokalu, w którym prowadzona jest sprzedaż","Powiat adresu lokalu, w którym prowadzona jest sprzedaż","Gmina adresu lokalu, w którym prowadzona jest sprzedaż","Miejscowość adresu lokalu, w którym prowadzona jest sprzedaż","Ulica adresu lokalu, w którym prowadzona jest sprzedaż","Nr nieruchomości adresu lokalu, w którym prowadzona jest sprzedaż","Nr lokalu adresu lokalu, w którym prowadzona jest sprzedaż","Kod pocztowy adresu lokalu, w którym prowadzona jest sprzedaż","Dodatkowe lokalizacje, w których prowadzona jest sprzedaż",Sposób kontaktu nabywcy z deweloperem,Województwo lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Powiat lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Gmina lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Miejscowość lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Ulica lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Nr nieruchomości lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Kod pocztowy lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,"Rodzaj nieruchomości: lokal mieszkalny, dom jednorodzinny",Nr lokalu lub domu jednorodzinnego nadany przez dewelopera,Cena m 2 powierzchni użytkowej lokalu mieszkalnego / domu jednorodzinnego [zł],Cena lokalu mieszkalnego lub domu jednorodzinnego będących przedmiotem umowy stanowiąca iloczyn ceny m2 oraz powierzchni [zł],"Cena lokalu mieszkalnego lub domu jednorodzinnego uwzględniająca cenę lokalu stanowiącą iloczyn powierzchni oraz metrażu i innych składowych ceny, o których mowa w art. 19a ust. 1 pkt 1), 2) lub 3) [zł]",Rodzaj części nieruchomości będących przedmiotem umowy,Oznaczenie części nieruchomości nadane przez dewelopera,"Cena części nieruchomości, będących przedmiotem umowy [zł]","Rodzaj pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali","Oznaczenie pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali","Wyszczególnienie cen pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali [zł]",Wyszczególnienie praw niezbędnych do korzystania z lokalu mieszkalnego lub domu jednorodzinnego,Wartość praw niezbędnych do korzystania z lokalu mieszkalnego lub domu jednorodzinnego [zł],"Wyszczególnienie rodzajów innych świadczeń pieniężnych, które nabywca zobowiązany jest spełnić na rzecz dewelopera w wykonaniu umowy przenoszącej własność","Wartość innych świadczeń pieniężnych, które nabywca zobowiązany jest spełnić na rzecz dewelopera w wykonaniu umowy przenoszącej własność [zł]","Adres strony internetowej, pod którym dostępny jest prospekt informacyjny","Wyszczególnienie rodzajów części nieruchomości oraz pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali, które znajdują się w ofercie dewelopera i są wymagane do zakupu","Wyszczególnienie rodzajów części nieruchomości oraz pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali, które znajdują się w ofercie dewelopera i są opcjonalne do zakupu",Grupa lokali przynależnych,Data od której obowiązuje oferta,Data do której obowiązuje oferta,_hash
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),16,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,289378224fbfb3c6973641edaa5cdb56bf9aba622eee4e60038bcd54d683a091
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B6,30720,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,81d1dfec821fdc09d09ca7f966cf29c8d272ebc92f214a5dd649168062a7bbb1
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),17,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,6349346ccecd5bf5b3de05469cc5839d01e047577ecc1ef499037decdea29ebc
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),18,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,57b1330a398404fa379f267915032b5333661549b6a0285256e10bd059e91d68
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),19,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,4d75fc132a77ada894d965511d238f7cb6f02086c02d0aa02e61ac47b0736082
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),20,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,d5bb68afaf3ead318bf74bf70ece31b16f25258eef007a55f20c5c146b383518
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),21,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,a9196ecb94ec32c757eb57ea9b7d3dd0b47df66a294370eed9c2b206563dc806
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),22,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,b4a397717a9f8d146ee1520d860a2a9c739557f6b9a579a6561be44852dc2f2f
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),23,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,ce727a9e24c5b07b83ec23f42b0fb9ffc84b43eaa8c150572584ed834d29a2ce
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),24,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,bcdc50630fb9d4eb07d0d8f726b5de4bf0088301832ab2390983f033a91f9d9f
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),54,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,1d69d8ccb59f0849c2dd32857ec05cb559f09c00bea9fc2da861d2efb22bf3af
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),28,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,4094d1411f1cde2900860bf1d5241c52a84233dfbd1c972eac366c95b6505bfa
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),29,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,7e9c4c79b5b3f53352c7ca1220b7001bd3adb69ea814d389ee1b8dfb5059d518
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),56,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,235cf26654fef06288c10af3672671f67a0a08aa9410438836f9b10d27c8291c
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),30,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,4fae5c34a6e51bba05604fa555b9d8c15753a65ca374facd411330b9c22783bc
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),57,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,1b83bbb965447c1dcf3bf1a311545002df5a067be9cb38ffe3190bb459624334
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),31,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,a76a3790639d52bdaa10b4be6d2a3c243d8aa655fe6c31557c996a6f18ad9404
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),58,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,4a80cf003394f00282be7309c48a9c85411d34255e45924d0d285407f333fca1
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),32,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-15 16:14:55+02:00,2025-09-20 23:59:59+02:00,858a7ae08f210c2c9c57278a7d30482f639cadd517ad2773edb32849e8df981c
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),59,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,e066bb911ff37bc76e56bd09998ccafdd4fbe45a367bba0301e57aee5b1bc11f
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),60,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,fea98c785277de75e135c8f8137c96fa1c38bba3515623b30d865dbc90794adb
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),34,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,c60a318218c7d452d4b905d527575782d45b4bcf323062b2fb9dbdcc3caf2b60
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),61,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,db850cced7e251b15e54a47eb2083f36e092f8a2bf6f2e4ba5e2a9bfe21618f2
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),35,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,3e6b938487558c006bbda474b6290e5b5e546b5f3d67621dd6aabd3827270ebd
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),62,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,be23b6ab0298e3d80aa3b6506c61a7e08a24195d3df0fa35fba11f21384bf5d2
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),36,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,9ab578a6711276ef72188a813abc7d41980db5b0a7a0a6eb62e1e6d81c28c795
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),63,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,da462c799e010ec0d57609d8458ce44ebad572198d82e86ade02d85a1cc74081
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),64,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,66646ce442d90bd4fd77616a0b787bc7ce112bc5a6507fc68d5c0d1733508f29
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),38,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,8735cd5a28b25e1a1251884a85f6ae886f1948459e5387a140b814c33b78188c
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),65,45000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,425a01b73d81cf7c208f06b046875afa2a25020a68b8a0932c1017c7defcf364
